user_id, title, author, publisher, isbn, language, no_of_exchanges, rating, genre
oRDSmT5i4TbZivoomSZJhF,Alpha Blood Box Set (BBW Werewolf Shifter Romance),Mac Flynn,Crescent Moon Studios| Inc.,,English,4,4.4,Fiction 
kzgfTLfuBQ4iNiFWwW3MuR,Frankenstein,Mary Shelley,GENERAL PRESS,9788193545829,English,0,4.6,Fiction 
ku4sKW7Bspc2DBTwhwWnCB,The Sun Down Motel,Simone St. James,Penguin,9780440000181,English,7,4.2,Fiction 
Mp6emRXJUtwNsi8zBE3iwX,Let the Right One In,John Ajvide Lindqvist,Hachette UK,9781849163491,English,8,4.8,Fiction 
QGZU9NeekLyS3Pw4mxBsha,The Silent Girls,Eric Rickstad,Harper Collins,9780062351517,English,1,4.1,Fiction 
kW26nzoAPhGSEmDziSfDiZ,Enchanted Objects (YA Witch Series),Kristen Middleton,Kristen Middleton,9781524217167,English,2,4.8,Fiction 
5guMiysNrrFo7xisk7WexY,White Winter,W.J. May,Dark Shadow Publishing,,English,8,4.8,Fiction 
E4dg9vHc6Vzsdyhm69cmcP,The Secrets Of The Shadows (The Annie Graham crime series| Book 2),Helen Phifer,HarperCollins UK,9781472091000,English,6,4.4,Fiction 
n28SLN9rqsBVsM8rtuAU5h,Final Girls: Three Girls. Three Tragedies. One Unthinkable Secret,Riley Sager,Random House,9781473529915,English,2,4.6,Fiction 
W45ok2Fw4YLVHGW9e8xVWC,Stalker (Joona Linna| Book 5),Lars Kepler,HarperCollins,9780007467846,English,6,4.7,Fiction 
6U62emrE6PzZeUhJjdVdMz,Cannibal Dreams,Hadena James,Hadena James,9781311585134,English,4,4.6,Fiction 
WH6BN58kXZUTaQTNWQy7TF,The Haunting of Hill House,Shirley Jackson,Penguin UK,9780141927541,English,5,4.0,Fiction 
5v6ujm56KSCWD3WgmX8eD6,Mutation (Wildfire Chronicles Vol. 4) [post-apocalyptic/zombie horror],K.R. Griffiths,K.R. Griffiths,9781494721534,English,3,4.5,Fiction 
fZiVwJoei5pSGfCi4FDFPd,BRITTER BAIRE: BHOUTIK ALOUKIK GOLPER PATRIKA,Different Writers,SRISTI PUBLICATION,,Bangla,5,4.5,Fiction 
BuGZzP3cY5tNtjLmVJFfk9,Crooked River,Douglas Preston,Head of Zeus Ltd,9781838931094,English,5,4.7,Fiction 
7WxRz8FszLao6MRxv4eeM9,The Circle: Single 2,Mario Escobar ,MARIO ESCOBAR GOLDEROS,,English,4,4.3,Fiction 
2VVqGUxrPZZpY7gBBgZoas,The Ballad of Black Tom,Victor LaValle,Tordotcom,9780765386618,English,9,4.4,Fiction 
NviRRmkY2nwR52J2C4aUzf,Mutation,Robin Cook,Penguin,9781101203491,English,7,4.4,Fiction 
kJCRf9mvK3SS3NZwRTvN3L,The Shepherd,Frederick Forsyth,Random House,9781446474471,English,8,4.0,Fiction 
APbPSarJr3thFZzHCHTUvr,Ring Shout,P. Djèlí Clark,Tordotcom,9781250767011,English,6,4.5,Fiction 
eKhSn2m3PF3JFY9ZtBmmQH,Haunted: Terrifying Real-life Encounters with Ghosts and Spirits,Jay Alani,Penguin Random House India Private Limited,9789353056797,English,7,4.8,Biography & Autobiography 
noYVdzK5d7VzEeXsisz3E3,Creepy Time Volumen 1: Historias de Terror,Robinson Fowler,RFC EDITORIAL Inc.,,Spanish,2,4.6,Fiction 
TJuffnFnmDYUN6Gyw6wM8Z,The Lost Symbol,Dan Brown,Random House,9781409091486,English,8,4.2,Fiction 
nWVM85vDMEGUozj9vBSkFT,The Five People You Meet In Heaven,Mitch Albom,Hachette UK,9780748112630,English,3,4.2,Fiction 
jJskx5fT2W9b9XMJG4R5vF,Brida: A Novel,Paulo Coelho,Harper Collins,9780061807459,English,6,4.4,Fiction 
FCxpFgKT8JiAedNmxL9JUg,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,Random House,9781448183111,English,3,4.5,Body, Mind & Spirit 
bueppSTbp7UgzjUX9CQnKk,The Chance: A Novel,Karen Kingsbury,Simon and Schuster,9781451647044,English,6,4.7,Fiction 
CgMUMNSNUj9PHRambqGNkb,The Name of the Rose,Umberto Eco,Random House,9781448137749,English,9,4.0,Fiction 
KcvoUuh3dqyqMgB452uGSD,When Calls the Heart (Canadian West Book #1),Janette Oke,Baker Books,9781585587421,English,5,4.7,Fiction 
95sdKXQrAdagipwqYWSqCV,Sense and Sensibility,Jane Austen,Bethany House,9781441212481,English,1,4.5,Fiction 
HXgekEMsZjBRQvoBy8Csys,The Last Gambit,Om Swami,Harper Collins,9789352640935,English,8,5.0,Fiction 
cbCsacveEqkY4zjsbTTTy9,Siddhartha,Hermann Hesse,Penguin UK,9780141918846,English,3,4.0,Fiction 
AWxjovPyqwWbj5Smboff8g,Bhavishya Puran,Dr. Vinay,Diamond Pocket Books Pvt Ltd,9789352968107,Hindi,1,4.2,Fiction 
ftUEzV3zXkwiXT7ZJeJeDF,ANGELS AND DEMONS,DAN BROWN,MEHTA PUBLISHING HOUSE,9788184980455,Marathi,1,4.1,Fiction 
J7YtYGtG42Pc2T65ZTk4px,The Dalai Lama's Cat,David Michie,Hay House| Inc,9781401940591,English,8,4.6,Fiction 
jx5zxzkWhGqDbDBQVpPgft,Conclave: The bestselling Richard and Judy Book Club thriller,Robert Harris,Random House,9781473519688,English,8,4.4,Fiction 
4FEkLqDuQgS6mbaSuVKivY,Prophet (Books of the Infinite Book #1),R. J. Larson,Baker Books,9781441270023,English,4,4.4,Fiction 
VAFivo6zTnp7VD5m4mwEQs,La Ilíada y La Odisea,Homero,FV Éditions,9782366685879,Spanish,0,4.3,Fiction 
8SaeRKWTLoxqhqubr8W8Bd,A Lineage of Grace,Francine Rivers,Tyndale House Publishers| Inc.,9781414357478,English,3,4.8,Fiction 
ffaukZm2ZMuxZcumJpyX2U,Cross Roads,Wm. Paul Young,Hachette UK,9781455516032,English,4,4.5,Fiction 
eT9YF5Mq6u64r8btbMSinv,Saint Peter's Soldiers,J. Robert Kennedy,J. Robert Kennedy,9781517361280,English,7,4.4,Fiction 
FCak4UYFZWJwuQomehEUsq,The Red Tent,Anita Diamant,Pan Macmillan,9780330507073,English,0,4.0,Fiction 
Hamh4XX2SPKxuCS33JmDqi,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,1,4.4,Body, Mind & Spirit 
DkCVc9T4MwRky3NmLoo42g,Return to Me (The Restoration Chronicles Book #1),Lynn Austin,Baker Books,9781441262707,English,9,4.7,Fiction 
SmsHWFZmZP45RbRjLkvef3,The Poisonwood Bible,Barbara Kingsolver,Faber & Faber,9780571246212,English,0,4.4,Fiction 
9jJoNjRSMspsyUYhBfHi5D,The Caregiver,Shelley Shepard Gray,Harper Collins,9780062074577,English,3,4.6,Fiction 
DFJdNeNpzHtPaLVPDtPm9M,The Seeker,Karan Bajaj,Penguin UK,9789352140374,English,3,4.6,Fiction 
ArnRFan3Vdf7dnkKnS5o7Y,God's Debris: A Thought Experiment,Scott Adams,Andrews McMeel Publishing| LLC,9781449459840,English,5,4.5,Fiction 
nv5bvxs66oKq3Q9oYMCRjL,Flood of Fire,Amitav Ghosh,Penguin UK,9789352140220,English,2,4.1,Fiction 
9uoqEZhiVGJFFmjoJXZJWv,A Cabana,William P. Young,Editora Arqueiro,9788580416916,Portuguese,9,4.7,Fiction 
9gRxXffahQdhgL8xnFzra7,O homem mais inteligente da história,Augusto Cury,Sextante,9788543106298,Portuguese,1,4.7,Fiction 
HDykwLntCE8KAjQFNgtivb,Isaiah's Legacy: A Novel of Prophets and Kings,Mesu Andrews,WaterBrook,9780735291898,English,1,4.5,Fiction 
3AX5vveAvBzzKZCNfDsZLt,Hearts Awakening (Hearts Along the River Book #1),Delia Parr,Bethany House,9781441207609,English,0,4.4,Fiction 
WStJiSWNJp7CMVJjHv2xVb,The Prophet,Kahlil Gibran,Penguin UK,9780141910871,English,2,4.4,Body, Mind & Spirit 
ZKtc3QEUir5enffVcdp3mE,A Passion Most Pure (The Daughters of Boston Book #1),Julie Lessman,Baker Books,9781441200945,English,4,4.6,Fiction 
BULcKVPDkCHTyErVQPrLzE,The Widow of Larkspur Inn (The Gresham Chronicles Book #1),Lawana Blackwell,Bethany House,9781585584062,English,5,4.5,Fiction 
SJmr5djagXW22S8EW5fRNL,Seven Stories,Yatendra Singh,Yatendra Singh,,English,2,4.0,Fiction 
NqucgAwBdEhgmSi9XJjW25,Maharaj - Gujarati eBook,Saurabh Shah,R R Sheth & Co Pvt Ltd,9789351221708,English,8,4.1,Fiction 
n2D9tuvja5L9X7zfofn8Wi,Every Storm,Lori Wick,Harvest House Publishers,9780736931434,English,6,4.3,Fiction 
NgNf5XotUyvRRMdzFdAtw3,Waiting for Summer's Return,Kim Vogel Sawyer,Bethany House,9781585586530,English,2,4.5,Fiction 
c2nzsTPEZERxda5jj2q949,I Promise (Christy and Todd: College Years Book #3),Robin Jones Gunn,Baker Books,9781441233127,English,5,4.9,Fiction 
f2saz25beCXAhKGH2i3iC2,Keeping Faith,Jodi Picoult,Harper Collins,9780061981722,English,5,4.3,Fiction 
BNsxkTkhWoLq2tvtJ6egoj,Gilead: An Oprah’s Book Club Pick,Marilynne Robinson,Hachette UK,9780748113507,English,0,4.4,Fiction 
msGPEeERXunrUUFMtSyFbK,Lady of Milkweed Manor,Julie Klassen,Bethany House,9781441202291,English,1,4.6,Fiction 
Yowp6PMFhpMG6yTFiwpvpm,Three Daughters of Eve,Elif Shafak,Penguin UK,9780241978870,English,5,4.3,Fiction 
HW5EX9o72MkGFpiEaUnEmA,His Little Cowgirl: A Wholesome Western Romance,Brenda Minton,Steeple Hill,9781426823442,English,9,4.9,Fiction 
XW7K6pSpjnWZdovoYGK9Wd,Fancy Pants (Only In Gooding Book #1),Cathy Marie Hake,Bethany House,9781441202246,English,1,4.5,Fiction 
deJjXxEU9RZpeJ2zjKS5sY,Lamb: The Gospel According to Biff| Christ's Childhood Pal,Christopher Moore,Harper Collins,9780061798238,English,3,4.5,Fiction 
5T8z58y2VpZR4cvhXELk5t,Vanara: The Legend of Baali| Sugreeva and Tara,Anand Neelakantan,Penguin Random House India Private Limited,9789353053666,English,5,4.5,Fiction 
EJAahk3cuASBaCm5AhCkYL,Phantoms: A chilling tale of breath-taking suspense,Dean Koontz,Hachette UK,9781472202864,English,6,4.5,Fiction 
F3bzBJn7gtUqcxCQr92BXF,The Other Side of Midnight,Sidney Sheldon,HarperCollins UK,9780007370627,English,5,4.4,Fiction 
n78gMSUh8hrGkpk94Ktiz9,If It's Only Love,Lexi Ryan,Lexi Ryan,9781940832111,English,0,4.8,Fiction 
XaM8ACU8bi6j99iX7Su4VE,Always on My Mind: The Sullivans,Bella Andre,Oak Press| LLC,9781938127366,English,2,4.5,Fiction 
Ne7ARz6HzUgVT7JwS7Xs86,Guilty as Sin,Meghan March,Meghan March LLC,9781943796175,English,3,4.8,Fiction 
MVf6nkQAJYp6Ju8T6WJLvB,Claimed,Z.L. Arkadie,Z.L. Arkadie Books,9781942857488,English,7,4.8,Fiction 
BDoaprQpqo3GtA5SZHNts9,As a Man Thinketh,James Allen,GENERAL PRESS,9789387669635,English,2,4.4,Fiction 
KisvXtmh2gTx6zMqTbcdu4,Cometh the Hour,Jeffrey Archer,Pan Macmillan,9781447252238,English,8,4.1,Fiction 
bMcoRPdvFLSzHsYzePX2MW,The Evening and the Morning,Ken Follett,Penguin,9781984882028,English,7,4.6,Fiction 
bm8SMS2FXh6Bi6XrcW7KUR,Lies,Aleatha Romig,Romig Works LLC,9781947189263,English,5,4.9,Fiction 
2wtJQoGXtjp5qWK6hnGsiw,Love Rosie (Where Rainbows End),Cecelia Ahern,HarperCollins UK,9780007279708,English,0,4.5,Fiction 
7U6dsjcvxV8afeCJ8JEdBd,The Only One,Melissa Ellen,Honey Bee Publishing| LLC,9781733698948,English,8,4.5,Fiction 
QUMcwHCVPSD32EuNhWLceJ,Hannah,Chris Keniston,Indie House Publishing,9781942561194,English,2,4.7,Fiction 
VjvaiFwGbJYAGueabDwXfU,Before We Were Yours: The heartbreaking novel that has sold over one million copies,Lisa Wingate,Hachette UK,9781787473096,English,8,4.4,Fiction 
TnvHdRDvBu3i9KZdHTu2Ey,The Mirror and the Light (The Wolf Hall Trilogy| Book 3),Hilary Mantel,HarperCollins UK,9780007481095,English,0,4.6,Fiction 
n5nwckecpipG9QBY3uhA5J,Conqueror: The Complete 5-Book Collection,Conn Iggulden,HarperCollins UK,9780007518722,English,5,4.7,Fiction 
6Pffx7thSo5NsW9mKwiGqf,Going Down Easy,Carly Phillips,CP Publishing,9781942288077,English,8,4.5,Fiction 
AvwHWumLWHbcjZReYYCFgu,Baby Yours,Kennedy Fox,Kennedy Fox,9781946087171,English,7,4.6,Family & Relationships 
A9jXVWFvn9JdPvtpAHkSaa,Holy Sister (Book of the Ancestor| Book 3),Mark Lawrence,HarperCollins UK,9780008152413,English,2,4.7,Fiction 
cn9iw8zYJ2oVcKrKmyBWRd,Year One,Nora Roberts,Hachette UK,9780349414959,English,2,4.5,Fiction 
jZfrUWhnMyPkj6QeuLWmsm,Gansett Island Boxed Set Books 4-6,Marie Force,HTJB| Inc.,9781942295037,English,1,4.7,Fiction 
HhqCxtAo8ip8zxPkWZnBgM,Say You Want Me,Corinne Michaels,BAAE Publishing,9781942834205,English,5,4.8,Fiction 
ncb67P7Nugu4o8xHYJy4tu,Tempted by Love (The Steeles at Silver Island #1) Love in Bloom Contemporary Romance,Melissa Foster,World Literary Press,,English,4,4.9,Drama 
StMXpZgBSmH3vEUBFHNWG5,Grace,David Adams,David Adams,,English,0,4.1,Fiction 
VGhGkxig4btJTVpNSDXFNk,The Thorn Birds,Colleen McCullough,Harper Collins,9780061807091,English,2,4.4,Fiction 
ZhDi8YXgXbuyeZA5rxzJmD,Summer Lake Romance Boxed Set (Books 4-6),SJ McCoy,Xenion| Inc,9781946220011,English,4,4.8,Fiction 
L5PfQmxwjZ2M2eUSXdpTMS,The Vanishing Half: Longlisted for the Women's Prize 2021,Brit Bennett,Hachette UK,9780349701448,English,6,4.2,Fiction 
LND7KYYfhjGyYQLvhVK8HJ,The Silent Wife: A gripping emotional page turner with a twist that will take your breath away,Kerry Fisher,Bookouture,9781786811264,English,2,4.5,Fiction 
UVtSsmheMysjJzRJG3ECDr,The Good Earth,Pearl S. Buck,Open Road Media,9781453263563,English,6,4.6,Fiction 
4yjoLjpJYMZKsAHyFp2eKv,Twins Make Four,Nicole Elliot,Nicole Elliot,,English,2,4.6,Fiction 
FxB9DosJG9QNRtGEept73j,Shades of Honor,Wendy Lindstrom,Rustic Studio Publishing,9781939263001,English,6,4.3,Family & Relationships 
GLX5bhkyjmj934YKxDnWpz,Whispers: A moving saga where the past and present threaten to collide...,Rosie Goodwin,Hachette UK,9780755383832,English,7,4.8,Fiction 
fycZQrZfzQafpVvLTHeXqo,Wife to the Boss,Lexy Timms,Dark Shadow Publishing,,English,6,4.8,Fiction 
fgnLCRNrMVLUJDNdNWGLiz,Flame (Men of Inked: Heatwave #1),Chelle Bliss,Chelle Bliss,,English,1,0,Fiction 
ZCXUT7JFc62t9bcYroE4fG,The Queen of the Damned,Anne Rice,Ballantine Books,9780307575890,English,1,4.5,Fiction 
BHMfP5JsRC6bcKh7ZJsWyL,Sister Of My Heart,Chitra Divakaruni,Random House,9781409010135,English,3,4.2,Fiction 
V87tokYzo2EZHqN5wNpmNv,Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,9780988391345,English,3,4.2,Body, Mind & Spirit 
hBdd6TSaMbXTvzchqm7EXA,The Tea Girl of Hummingbird Lane: A Novel,Lisa See,Simon and Schuster,9781501154843,English,6,4.3,Fiction 
oPNEa3wcnjZWQZKGrBK5xa,Virgin River (A Virgin River Novel| Book 1),Robyn Carr,HarperCollins UK,9781408935712,English,8,4.2,Fiction 
ifcYYC7ZgP5smyyoxQPrmr,Beren and Lúthien,J. R. R. Tolkien,HarperCollins,9780008214210,English,8,4.6,Fiction 
25QGA5NG6HPBV5r9odJC9R,The Citadel,A. J. Cronin,Pan Macmillan,9781447244561,English,5,4.5,Fiction 
4BkFuTdfgc2ZsDzafQ8F5c,Between Now And Forever: Emotional Second Chance Romance and Mystery,Barbara Freethy,Fog City Publishing| LLC,9780988662087,English,2,4.7,Fiction 
dN72Sn6jhDsYF8Z83NtjCr,Rocky Mountain Haven,Vivian Arend,Arend Publishing Inc.,9781941456194,English,4,4.6,Fiction 
Ais5NMfVEf9xDpNuDG24Wx,The Woman in the Wood: A missing teenager. An outcast woman in the woods. And a girl determined to find the truth. From The Sunday Times bestselling author,Lesley Pearse,Penguin UK,9781405921077,English,4,4.8,Fiction 
Z9Q8rx8skL6gss7Y7Fuh8D,Centennial: A Novel,James A. Michener,Dial Press,9780804151597,English,7,4.6,Fiction 
4LS9fB9ytQEYsYi7uBFjxL,Three Dates,Grahame Claire,Grahame Claire,9780997472813,English,9,4.7,Fiction 
icbBqMVE53RPxq42Nizwwy,King of Kings,Wilbur Smith,Bonnier Zaffre Ltd.,9781785768491,English,3,4.8,Fiction 
2CsKuh9RnCTpcM3p4jFYGY,Melting Into You (A Small Town Single Dad Romance),Tracey Alvarez,Icon Publishing Limited,9780473285944,English,3,4.6,Drama 
imsi9ZKSkRQBX9MiUQKXKX,Stella| Until You,Danielle Norman,F Squared| LLP,9780999786109,English,0,4.7,Fiction 
D5R2SEEmcN9BhuSVdkYbg8,The Most Dangerous Duke in London,Madeline Hunter,Zebra Books,9781420143911,English,8,4.4,Fiction 
PbbZ8iyuk9WdAbujVR3vhg,Assassin’s Apprentice (The Farseer Trilogy| Book 1),Robin Hobb,HarperCollins UK,9780007374038,English,6,4.4,Fiction 
RcakLCsZfFZdGYXb2hgdhu,Leaving Time: the impossible-to-forget story with a twist you won’t see coming by the number one bestselling author of A Spark of Light,Jodi Picoult,Hachette UK,9781444778182,English,6,4.3,Fiction 
UVanrXiPsh8tKLcHnDMxpk,Watchers,Dean Koontz,Penguin,9781440639296,English,7,4.8,Fiction 
jbeDFK2fURss8ye7fyHqSs,The Wallflower Wager (Girl meets Duke| Book 3),Tessa Dare,HarperCollins UK,9780008268275,English,0,4.5,Fiction 
b8HCUdN4J6M4NpFdb33NeP,The Travelling Cat Chronicles: The most uplifting book of the year,Hiro Arikawa,Random House,9781473541573,English,9,4.5,Fiction 
3XcN5BuSXU8NZpvqcCQqdd,A Dog's Purpose: A novel for humans,W. Bruce Cameron,Pan Macmillan,9781447213246,English,2,4.0,Fiction 
K7oQ8LhGTjjVS4xFtnyfpR,The Bees,DC Swain,Cambridge Town Press,9780473394240,English,9,4.6,Fiction 
m8D7AZF3aL43jd43rygpuz,The Tiger and the Wolf,Adrian Tchaikovsky,Pan Macmillan,9780230770072,English,8,4.4,Fiction 
hvkJx2xaunELoGTHuLha9s,White Fang. Illustrated edition,Jack London,Strelbytskyy Multimedia Publishing,,English,4,4.8,Fiction 
HzRJTpDH8JtAYnE6setLEF,Tears of the Giraffe,Alexander McCall Smith,Hachette UK,9780748110629,English,9,4.3,Fiction 
AvmfJaKdSBWFHtb22bMFDx,The Oyster Thief,Sonia Faruqi,Simon and Schuster,9781681778419,English,1,5.0,Fiction 
VDPky3ierbSjTRiY5Cebyb,Murder in Cherry Hills,Paige Sleuth,Marla Bradeen,,English,6,4.0,Fiction 
KusgE96L7FtuqGR5QvkcJ8,Alice’s Adventures in Wonderland (Collins Classics),Lewis Carroll,HarperCollins UK,9780007382484,English,5,4.2,Fiction 
8iA86LZ86tpBcAKU3LwwKb,One Good Dog: A Novel,Susan Wilson,St. Martin's Press,9781429959308,English,7,4.3,Fiction 
QjmX3XeC466NgMeKfiFyvi,The Homecoming of Samuel Lake,Jenny Wingfield,HarperCollins UK,9780007355037,English,5,4.4,Fiction 
VFXJ6F65X2EMjMrwxX8bWn,Tarka the Otter,Henry Williamson,Penguin UK,9780141924489,English,4,5.0,Fiction 
dDCKgDzxutCpABjnzEJZXp,The Bees,Laline Paull,HarperCollins UK,9780007557738,English,6,4.5,Fiction 
ksyuUhGVUTrEw9vzptKsRw,BROWN BREECHES,Suzaan Shaikh,Shashwat Publication,9788194385844,English,8,4.9,Fiction 
4DPb64QDhtmEafcV5gxgtu,Murder for Neptune's Trident,Victoria LK Williams,Sun| Sand & Stories Publishing  LLC,,English,0,4.5,Fiction 
UAYcFNKE6x5VQC5rMHaCqA,KERBAU YANG SUKA MEMBANTU,Gilar Gandana| M.Pd,Ksatria Siliwangi,9786237649151,,5,4.9,Education 
Dn8NdzYW3iA5Rxkt66bCQS,Sunshine at the Comfort Food Cafe (The Comfort Food Cafe| Book 4),Debbie Johnson,HarperCollins UK,9780008263744,English,8,4.7,Fiction 
cdNeitgooXNM5rXXsexUAY,A Very Country Christmas: A Free Christmas Short Story (The Tippermere Series),Zara Stoneley,HarperCollins UK,9780008165970,English,0,4.4,Fiction 
eM97QYbjQRUJiVb2p6yJq6,Khan,David Adams,David Adams,,English,8,4.6,Fiction 
ku48XGKLxQ3M6ro4Q2QX6g,The Cat Who Walked a Thousand Miles: A Tor.Com Original,Kij Johnson,Tor Books,9781429925525,English,9,4.8,Fiction 
jSXxjvz8KDYdzMZWP4vJwt,Texas K-9 Unit Christmas: An Anthology,Shirlee McCoy,Harlequin,9781460321966,English,3,5.0,Fiction 
Rf9aQ4hGd5PgBm6M3DVeij,Kisah Kupu-Kupu dan Kucing,Hesti Utari,Kyu Digital Books,,Indonesian,9,4.7,Fiction 
L8noNr5FCaqjuLufEP3VCd,The Loneliest Cottage,Melissa Storm,Partridge & Pear Press,9781942771449,English,4,4.4,Fiction 
Hgb4dCt9gW6UcMgXAxVD8v,Párpercesek: Majd mindjárt...,Dániel Gera,Daniel Art,,Hungarian,3,4.6,Fiction 
3vwbQ37txbAwhiNiPgwwuU,Breaking Free: A Novel,Lauraine Snelling,Hachette UK,9780446555098,English,1,4.7,Fiction 
Sy8RqZamDRuQ2rPCGRSghG,A Cosy Christmas in Cornwall,Jane Linfoot,HarperCollins UK,9780008356309,English,3,4.2,Fiction 
HbcjzHbCgjPyRGtCGGqtph,The Dark Enquiry (A Lady Julia Grey Novel| Book 5),Deanna Raybourn,HarperCollins UK,9781472046253,English,1,4.3,Fiction 
3LGajsjy5stKUYV8Uh7zof,Finding Jack: A Novel,Gareth Crocker,St. Martin's Press,9781429994798,English,8,4.9,Fiction 
AYrsEjwh6HkuBi7W75y7N9,Seri Buku Toleransi: Kitu: Kucing Kecil Bersuara Ganjil,Sekar Sosronegoro,Buah Hati,9786027652934,Indonesian,0,4.9,Fiction 
8qFZF7DK7x4yESQoQWNYqC,Murder| She Barked,Krista Davis,Penguin,9781101593066,English,4,4.4,Fiction 
7DPHxi3Buqs4o4N7hhxWdq,Unleashed,David Rosenfelt,Minotaur Books,9781250024732,English,0,4.4,Fiction 
fqHjThHXbabfhWprw3G6J6,El maravilloso regalo de Irma,Selene C. Leal,Selene C. Leal,,Spanish,8,4.4,Fiction 
c8dsqu3uzbpEvEbDnZSHTb,Fluke,James Herbert,Pan Macmillan,9781447203360,English,6,4.4,Fiction 
FWvhoeRqq2BTzjsRB9Vjxz,Black Beauty (Collins Classics),Anna Sewell,HarperCollins UK,9780007382620,English,7,4.5,Fiction 
ccGoTDpnxN3wrJeAVRNKfQ,On the Scent (The Psychic Detective| Book 1),Angela Campbell,HarperCollins UK,9780007543052,English,6,4.7,Fiction 
girqSiPpoGgs8cnoRqHUMD,Then Came You: The fun and exciting romance you need!,Jill Shalvis,Hachette UK,9781472217295,English,1,4.6,Fiction 
XoKmXKsDNJ5FfQzJd2hkAH,A Boy and his Dog at the End of the World,C. A. Fletcher,Hachette UK,9780356510903,English,5,4.7,Fiction 
aTTVUAANzE9Kp2w2Fzdk7P,The Dog Who Was There,Ron Marasco,Thomas Nelson,9780718083946,English,6,4.9,Fiction 
fR7mkxZy49L4nS5NLF8Fbq,Cold Case Pursuit,Dana Mentink,Harlequin,9781488061394,English,8,4.9,Fiction 
4wegPBobzBY6N6HShPa3gw,Balthazar Jones and the Tower of London Zoo,Julia Stuart,HarperCollins UK,9780007356416,English,4,4.0,Fiction 
h3Ax7jhmXYzSekvHvsYvpF,Behind Closed Doors,B A Paris,HarperCollins UK,9781474037945,English,4,4.5,Fiction 
2mACFhyMoVUkPNfSW22XWJ,The Picture of Dorian Gray,Oscar Wilde,Simon and Schuster,9781476788128,English,0,4.4,Fiction 
6umBtmrFxYeJ3wAMGsVADA,Crime and Punishment (The Unabridged Garnett Translation),Fyodor Dostoevsky,e-artnow,9788074849541,English,6,4.6,Fiction 
KiEAAEaQd96ZjET2JcYLRj,Before I Go To Sleep: The no. 1 bestselling Richard & Judy Book Club thriller,S J Watson,Random House,9781409045113,English,1,4.3,Fiction 
JYCdBSf3Dxn4aUeCZ38quW,Career of Evil: Cormoran Strike Book 3,Robert Galbraith,Hachette UK,9780751563603,English,2,4.1,Fiction 
g5wqQPRJwwVoTKN4keB2ha,The Girl in the Ice,Robert Bryndza,Bookouture,9781910751763,English,5,4.5,Fiction 
Vuu8ijphJ9K7cNUidUWFAK,Petals on the Wind,V.C. Andrews,Simon and Schuster,9781451636956,English,0,4.7,Fiction 
eFBmeSs3YZFkL9ZRP7Jebb,I Let You Go: The Richard & Judy Bestseller,Clare Mackintosh,Hachette UK,9780751554175,English,5,4.3,Fiction 
KAhxKvVeERTZctixauVSv8,The Perfect Family: An unputdownable psychological thriller with a heart-stopping twist,Shalini Boland,Bookouture,9781786815248,English,5,4.5,Fiction 
6FFhU7P43ekBdZ22MKg7qd,The Wife Between Us: The Gripping Richard & Judy Book Club Pick with a Shocking Twist You Won't See Coming,Greer Hendricks,Pan Macmillan,9781509842841,English,9,4.4,Fiction 
X4HrnHRWQdLepBubFYjRZC,Everything I Never Told You: Amazon.com's #1 Book of the Year 2014,Celeste Ng,Hachette UK,9780349134291,English,3,4.1,Fiction 
Kscoo2CW8pNVgvg3ebAgrb,Friend Request: The most addictive psychological thriller you'll read this year,Laura Marshall,Hachette UK,9780751568349,English,2,0,Fiction 
oH5Q6ZHi7paSWvDzrEp2oz,The Secret History,Donna Tartt,Hachette UK,9781405529631,English,6,4.1,Fiction 
6V5kb97TRDs2es5b53dAvC,The Martian Chronicles,Ray Bradbury,Harper Collins,9780062242266,English,4,4.6,Fiction 
LJ75vXSdEXkiGzup3Y8JTQ,Deadly Cry,Angela Marsons,Bookouture,9781838887322,English,3,4.8,Fiction 
iBGTL3RoDYR5Pb3aF6Zzpe,I Know Where She Is: a breathtaking thriller that will have you hooked from the first page,S. B. Caves,Canelo,9781911591795,English,1,4.4,Fiction 
XDmHKKSrHzPvC6JcZFULnf,The Silent Wife: A gripping emotional page turner with a twist that will take your breath away,Kerry Fisher,Bookouture,9781786811264,English,0,4.5,Fiction 
aZsrsCRxMYvEVvRW4y5N5W,NOS4A2: A Novel,Joe Hill,Harper Collins,9780062200594,English,4,4.3,Fiction 
g3u75aVhSYvgwUMZKtEXuF,American Psycho,Bret Easton Ellis,Pan Macmillan,9781447277712,English,0,4.7,Fiction 
Znk2CAdE7G95VDEqYQXYQk,The Thirteenth Tale,Diane Setterfield,Hachette UK,9781409139058,English,2,4.2,Fiction 
3sPb7eCxVwAFbajTfs5ERd,The Good Daughter,Karin Slaughter,HarperCollins,9780008150785,English,1,4.5,Fiction 
ExYGbfSxhdd7mLvsVrtHU6,Written in Blood: The Sunday Times Number One Bestseller,Chris Carter,Simon and Schuster,9781471179594,English,7,4.7,Fiction 
DrMcdSLL42ZYCvsJr4DABq,The Dry: 'Spellbinding' Ian Rankin,Jane Harper,Hachette UK,9781408708187,English,5,4.6,Fiction 
nHDFbNuUdweGzBGbKGB8fU,Stoner,John Williams,New York Review of Books,9781590173930,English,5,4.6,Fiction 
